################################################################################
# Copyright (c) 2004-2007 by Tensilica Inc.  ALL RIGHTS RESERVED.              #
# These coded instructions, statements, and computer programs are the          #
# copyrighted works and confidential proprietary information of Tensilica Inc. #
# They may not be modified, copied, reproduced, distributed, or disclosed to   #
# third parties in any manner, medium, or form, in whole or in part, without   #
# the prior written consent of Tensilica Inc.                                  #
################################################################################
# Tech     OpCond    Mem    Words Bits  Mux     Pcr     Pcw     Pci      Pa      Pd       Pleak       Area
40lp       Typical   ram      512   30    4   4.238   4.354   0.085   0.047  0.0759       0.884    9927.00
40lp       Typical   ram      512   31    4   4.472   4.601   0.089   0.047  0.0783       0.905   10172.00
40lp       Typical   ram      512   32    4   4.472   4.601   0.089   0.047  0.0759       0.927   10416.00
40lp       Typical   ram      512   64    4   8.226   8.556   0.165   0.047  0.0758       1.614   18142.00
40lp       Typical   ram      512  128    4  15.733  16.465   0.315   0.047  0.0758       2.989   33613.00
40lp       Typical   ram     1024    8    4   1.834   1.761   0.075   0.064  0.1000       0.683    8230.00
40lp       Typical   ram     1024   12    4   2.354   2.288   0.075   0.064  0.0998       0.822    9960.00
40lp       Typical   ram     1024   16    4   2.874   2.820   0.075   0.064  0.0997       0.961   11690.00
40lp       Typical   ram     1024   17    4   3.134   3.086   0.075   0.064  0.1055       0.996   12127.00
40lp       Typical   ram     1024   18    4   3.134   3.086   0.075   0.064  0.0997       1.030   12564.00
40lp       Typical   ram     1024   19    4   3.394   3.351   0.075   0.064  0.1049       1.065   12983.00
40lp       Typical   ram     1024   20    4   3.394   3.351   0.075   0.064  0.0996       1.100   13420.00
40lp       Typical   ram     1024   21    4   3.654   3.617   0.075   0.064  0.1043       1.135   13857.00
40lp       Typical   ram     1024   22    4   3.654   3.617   0.075   0.064  0.0996       1.169   14275.00
40lp       Typical   ram     1024   23    4   3.914   3.883   0.078   0.064  0.1039       1.204   14712.00
40lp       Typical   ram     1024   24    4   3.914   3.883   0.078   0.064  0.0996       1.239   15149.00
40lp       Typical   ram     1024   25    4   4.174   4.149   0.083   0.064  0.1035       1.274   15586.00
40lp       Typical   ram     1024   26    4   4.174   4.149   0.083   0.064  0.0996       1.309   16005.00
40lp       Typical   ram     1024   27    4   4.434   4.415   0.089   0.064  0.1032       1.343   16442.00
40lp       Typical   ram     1024   28    4   4.434   4.415   0.089   0.064  0.0995       1.378   16879.00
40lp       Typical   ram     1024   29    4   4.693   4.681   0.094   0.064  0.1030       1.413   17298.00
40lp       Typical   ram     1024   30    4   4.693   4.681   0.094   0.064  0.0995       1.448   17735.00
40lp       Typical   ram     1024   31    4   4.953   4.946   0.099   0.064  0.1027       1.482   18172.00
40lp       Typical   ram     1024   32    4   4.953   4.946   0.099   0.064  0.0995       1.517   18609.00
40lp       Typical   ram     1024   64    4   9.112   9.200   0.182   0.064  0.0994       2.629   32411.00
40lp       Typical   ram     1024  128    4  17.430  17.706   0.349   0.064  0.0994       4.854   60051.00
40lp       Typical   ram     2048    8    4   2.092   2.015   0.076   0.103  0.1568       1.261   15920.00
40lp       Typical   ram     2048   12    4   2.686   2.626   0.076   0.103  0.1564       1.522   19266.00
40lp       Typical   ram     2048   16    4   3.280   3.237   0.076   0.103  0.1562       1.783   22612.00
40lp       Typical   ram     2048   17    4   3.576   3.542   0.076   0.103  0.1654       1.848   23457.00
40lp       Typical   ram     2048   18    4   3.576   3.542   0.076   0.103  0.1562       1.914   24303.00
40lp       Typical   ram     2048   19    4   3.873   3.847   0.077   0.103  0.1644       1.979   25113.00
40lp       Typical   ram     2048   20    4   3.873   3.847   0.077   0.103  0.1561       2.044   25958.00
40lp       Typical   ram     2048   21    4   4.170   4.153   0.083   0.103  0.1635       2.109   26803.00
40lp       Typical   ram     2048   22    4   4.170   4.153   0.083   0.103  0.1561       2.175   27613.00
40lp       Typical   ram     2048   23    4   4.467   4.458   0.089   0.103  0.1629       2.240   28459.00
40lp       Typical   ram     2048   24    4   4.467   4.458   0.089   0.103  0.1561       2.305   29304.00
40lp       Typical   ram     2048   25    4   4.764   4.764   0.095   0.103  0.1623       2.370   30149.00
40lp       Typical   ram     2048   26    4   4.764   4.764   0.095   0.103  0.1560       2.435   30959.00
40lp       Typical   ram     2048   27    4   5.061   5.069   0.101   0.103  0.1618       2.501   31805.00
40lp       Typical   ram     2048   28    4   5.061   5.069   0.101   0.103  0.1560       2.566   32650.00
40lp       Typical   ram     2048   29    4   5.358   5.374   0.107   0.103  0.1614       2.631   33460.00
40lp       Typical   ram     2048   30    4   5.358   5.374   0.107   0.103  0.1560       2.696   34305.00
40lp       Typical   ram     2048   31    4   5.654   5.680   0.113   0.103  0.1610       2.762   35151.00
40lp       Typical   ram     2048   32    4   5.654   5.680   0.113   0.103  0.1560       2.827   35996.00
40lp       Typical   ram     2048   64    4  10.404  10.566   0.208   0.103  0.1558       4.914   62694.00
40lp       Typical   ram     2048  128    4  19.903  20.339   0.398   0.103  0.1558       9.090  116160.00
40lp       Typical   ram     4096    8    4   2.676   2.563   0.080   0.175  0.2577       2.819   31308.00
40lp       Typical   ram     4096   12    4   3.437   3.318   0.080   0.175  0.2572       3.329   37889.00
40lp       Typical   ram     4096   16    4   4.198   4.073   0.091   0.175  0.2569       3.840   44469.00
40lp       Typical   ram     4096   17    4   4.579   4.458   0.101   0.175  0.2719       3.967   46131.00
40lp       Typical   ram     4096   18    4   4.579   4.458   0.101   0.175  0.2568       4.095   47794.00
40lp       Typical   ram     4096   19    4   4.959   4.843   0.112   0.175  0.2703       4.222   49387.00
40lp       Typical   ram     4096   20    4   4.959   4.843   0.112   0.175  0.2568       4.350   51049.00
40lp       Typical   ram     4096   21    4   5.340   5.228   0.122   0.175  0.2689       4.477   52712.00
40lp       Typical   ram     4096   22    4   5.340   5.228   0.122   0.175  0.2567       4.605   54305.00
40lp       Typical   ram     4096   23    4   5.720   5.613   0.132   0.175  0.2678       4.732   55967.00
40lp       Typical   ram     4096   24    4   5.720   5.613   0.132   0.175  0.2567       4.860   57630.00
40lp       Typical   ram     4096   25    4   6.101   5.999   0.143   0.175  0.2669       4.987   59292.00
40lp       Typical   ram     4096   26    4   6.101   5.999   0.143   0.175  0.2566       5.115   60885.00
40lp       Typical   ram     4096   27    4   6.482   6.384   0.153   0.175  0.2661       5.242   62548.00
40lp       Typical   ram     4096   28    4   6.482   6.384   0.153   0.175  0.2566       5.370   64210.00
40lp       Typical   ram     4096   29    4   6.862   6.769   0.164   0.175  0.2654       5.497   65803.00
40lp       Typical   ram     4096   30    4   6.862   6.769   0.164   0.175  0.2566       5.625   67465.00
40lp       Typical   ram     4096   31    4   7.243   7.154   0.174   0.175  0.2648       5.752   69128.00
40lp       Typical   ram     4096   32    4   7.243   7.154   0.174   0.175  0.2565       5.880   70790.00
40lp       Typical   ram     4096   64    4  13.331  13.315   0.340   0.175  0.2563       9.960  123294.00
40lp       Typical   ram     4096  128    4  25.508  25.637   0.673   0.175  0.2562      18.121  228441.00
40lp       Typical   ram     8192    8    8   3.437   3.481   0.083   0.358  0.2733       3.820   44469.00
40lp       Typical   ram     8192   12    8   4.721   4.776   0.094   0.435  0.2742       4.830   57630.00
40lp       Typical   ram     8192   16    8   6.005   6.070   0.120   0.512  0.2746       5.841   70790.00
40lp       Typical   ram     8192   17    8   6.647   6.718   0.133   0.550  0.2910       6.093   74046.00
40lp       Typical   ram     8192   18    8   6.647   6.718   0.133   0.550  0.2748       6.346   77301.00
40lp       Typical   ram     8192   19    8   7.289   7.365   0.146   0.588  0.2894       6.599   80626.00
40lp       Typical   ram     8192   20    8   7.289   7.365   0.146   0.588  0.2749       6.851   83882.00
40lp       Typical   ram     8192   21    8   7.931   8.012   0.159   0.627  0.2881       7.104   87206.00
40lp       Typical   ram     8192   22    8   7.931   8.012   0.159   0.627  0.2750       7.356   90462.00
40lp       Typical   ram     8192   23    8   8.573   8.660   0.171   0.665  0.2871       7.609   93787.00
40lp       Typical   ram     8192   24    8   8.573   8.660   0.171   0.665  0.2751       7.861   97042.00
40lp       Typical   ram     8192   25    8   9.215   9.307   0.184   0.704  0.2862       8.114  100298.00
40lp       Typical   ram     8192   26    8   9.215   9.307   0.184   0.704  0.2752       8.367  103623.00
40lp       Typical   ram     8192   27    8   9.857   9.954   0.197   0.742  0.2854       8.619  106878.00
40lp       Typical   ram     8192   28    8   9.857   9.954   0.197   0.742  0.2752       8.872  110203.00
40lp       Typical   ram     8192   29    8  10.499  10.602   0.210   0.781  0.2848       9.124  113458.00
40lp       Typical   ram     8192   30    8  10.499  10.602   0.210   0.781  0.2753       9.377  116783.00
40lp       Typical   ram     8192   31    8  11.141  11.249   0.223   0.819  0.2842       9.630  120039.00
40lp       Typical   ram     8192   32    8  11.141  11.249   0.223   0.819  0.2753       9.882  123294.00
40lp       Typical   ram     8192   64    8  21.413  21.607   0.428   1.435  0.2757      17.965  228441.00
40lp       Typical   ram     8192  128    8  41.956  42.322   0.839   2.665  0.2758      34.513  450994.00
40lp       Typical   ram    16384    8   16   5.590   5.525   0.112   0.323  0.3074       5.815   70790.00
40lp       Typical   ram    16384   12   16   7.949   7.858   0.159   0.395  0.3083       7.823   97042.00
40lp       Typical   ram    16384   16   16  10.307  10.191   0.206   0.467  0.3088       9.831  123294.00
40lp       Typical   ram    16384   17   16  11.487  11.358   0.230   0.504  0.3271      10.332  129874.00
40lp       Typical   ram    16384   18   16  11.487  11.358   0.230   0.504  0.3089      10.834  136455.00
40lp       Typical   ram    16384   19   16  12.666  12.524   0.253   0.540  0.3253      11.336  143035.00
40lp       Typical   ram    16384   20   16  12.666  12.524   0.253   0.540  0.3091      11.838  149615.00
40lp       Typical   ram    16384   21   16  13.845  13.691   0.277   0.576  0.3239      12.340  156196.00
40lp       Typical   ram    16384   22   16  13.845  13.691   0.277   0.576  0.3092      12.842  162776.00
40lp       Typical   ram    16384   23   16  15.024  14.857   0.300   0.612  0.3227      13.344  169287.00
40lp       Typical   ram    16384   24   16  15.024  14.857   0.300   0.612  0.3092      13.846  175867.00
40lp       Typical   ram    16384   25   16  16.204  16.024   0.324   0.648  0.3217      14.348  182448.00
40lp       Typical   ram    16384   26   16  16.204  16.024   0.324   0.648  0.3093      14.850  189028.00
40lp       Typical   ram    16384   27   16  17.383  17.190   0.348   0.684  0.3208      15.352  195608.00
40lp       Typical   ram    16384   28   16  17.383  17.190   0.348   0.684  0.3094      15.854  202189.00
40lp       Typical   ram    16384   29   16  18.562  18.357   0.371   0.720  0.3201      16.356  208769.00
40lp       Typical   ram    16384   30   16  18.562  18.357   0.371   0.720  0.3094      16.858  215280.00
40lp       Typical   ram    16384   31   16  19.741  19.523   0.395   0.756  0.3195      17.360  221860.00
40lp       Typical   ram    16384   32   16  19.741  19.523   0.395   0.756  0.3095      17.862  228441.00
40lp       Typical   ram    16384   64   16  38.609  38.188   0.772   1.334  0.3098      34.307  450994.00
40lp       Worst     ram       32    8    4   0.908   0.950   0.056   0.038  0.0608       1.730    1825.00
40lp       Worst     ram       32   12    4   1.151   1.204   0.056   0.038  0.0607       2.049    2209.00
40lp       Worst     ram       32   16    4   1.394   1.459   0.056   0.038  0.0606       2.368    2592.00
40lp       Worst     ram       32   17    4   1.515   1.587   0.056   0.038  0.0641       2.448    2689.00
40lp       Worst     ram       32   18    4   1.515   1.587   0.056   0.038  0.0605       2.528    2786.00
40lp       Worst     ram       32   19    4   1.637   1.714   0.056   0.038  0.0637       2.608    2879.00
40lp       Worst     ram       32   20    4   1.637   1.714   0.056   0.038  0.0605       2.687    2976.00
40lp       Worst     ram       32   21    4   1.758   1.841   0.056   0.038  0.0634       2.767    3073.00
40lp       Worst     ram       32   22    4   1.758   1.841   0.056   0.038  0.0605       2.847    3165.00
40lp       Worst     ram       32   23    4   1.880   1.969   0.056   0.038  0.0631       2.927    3262.00
40lp       Worst     ram       32   24    4   1.880   1.969   0.056   0.038  0.0605       3.006    3359.00
40lp       Worst     ram       32   25    4   2.001   2.096   0.056   0.038  0.0629       3.086    3456.00
40lp       Worst     ram       32   26    4   2.001   2.096   0.056   0.038  0.0604       3.166    3549.00
40lp       Worst     ram       32   27    4   2.123   2.223   0.057   0.038  0.0627       3.246    3646.00
40lp       Worst     ram       32   28    4   2.123   2.223   0.057   0.038  0.0604       3.326    3743.00
40lp       Worst     ram       32   29    4   2.244   2.351   0.057   0.038  0.0625       3.405    3836.00
40lp       Worst     ram       32   30    4   2.244   2.351   0.057   0.038  0.0604       3.485    3933.00
40lp       Worst     ram       32   31    4   2.366   2.478   0.057   0.038  0.0624       3.565    4030.00
